Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Kilroy_Reality,2016,"Going forward, we will continue to lead the market in sustainability, building health, biodiversity, and other cutting-edge initiatives to push our entire industry to reduce its environmental impact.",2,This statement shows a generic/high-level commitment to continue leading the market in sustainability and reducing environmental impact.,,
Kilroy_Reality,2016,"Over the next five years, collaborating with our existing tenants on aggressive energy and water reduction projects in their spaces will remain a focus, supported by an expansion of our green leasing efforts.",5,"This statement outlines a detailed plan or roadmap for the next five years, focusing on energy and water reduction projects and expanding green leasing efforts.",,
Kilroy_Reality,2016,"Our 2016 sustainability performance exceeded even the high bar we set in 2015. By reducing our environmental footprint both in our existing operations and development activities while continuing to innovate on a variety of sustainability programs, we secured our place as the North American leader in sustainability.",,,3,"This statement acknowledges progress/achievement of past commitments, specifically exceeding the sustainability performance of 2015."
Kilroy_Reality,2016,"We reduced energy consumption in our office portfolio by 4.9%, dramatically exceeding our science-based target of 1.8%.",,,3,"This statement acknowledges progress/achievement of past commitments, specifically exceeding the science-based target for energy consumption reduction."
Kilroy_Reality,2016,"Achieve an 11% reduction from 2014 energy and GHG emissions levels by 2020, a goal derived using the Science-Based Targets SDA Draft Tool","3, 6","This statement shows a specific numeric target for reducing energy and GHG emissions by 2020. | The goal is derived using the Science-Based Targets SDA Draft Tool, indicating a science-based or external framework commitment.",,
Kilroy_Reality,2016,"All ground-up construction will pursue LEED Gold certification or better, and all major renovations will pursue LEED Silver certification or better",3,This statement shows a specific numeric target for achieving LEED Gold or better certification for all ground-up construction and LEED Silver or better for all major renovations.,,
Kilroy_Reality,2016,"Our sustainability vision is a portfolio that minimizes the environmental impact of the construction and operation of our buildings while maximizing tenant comfort, health, and financial returns.",2,"This statement is a high-level commitment to sustainability, but it does not provide specific numeric targets or a detailed plan.",,
Kilroy_Reality,2016,"We will accomplish this by achieving the highest levels of performance in energy and water efficiency, waste management, tenant engagement, environmental construction, sustainable building operations, green building certifications, materials selection, and community involvement.",5,This statement outlines a detailed plan for achieving the company's sustainability vision.,,
Kilroy_Reality,2016,"For example, given the increasing focus on carbon emissions in our market, we are reporting on our Scope 1 and Scope 2 emissions this year.",3,This statement indicates a specific numeric target for reporting on Scope 1 and Scope 2 emissions.,,
Kilroy_Reality,2016,"For example, based on a Market Assessment, we decided that to adopt a formal biodiversity policy, which we did for all development projects starting in 2016, and this policy has already been implemented in the landscape design of four projects: Columbia Square, 333 Dexter, 9455 Towne Centre, and the Academy Square.",5,This statement outlines a detailed plan for implementing a biodiversity policy in all development projects.,3,This statement acknowledges progress on a past commitment to implement a biodiversity policy.
Kilroy_Reality,2016,"For example, our previous process for certifying buildings through the LEED for Existing Buildings program was not allowing us to meet our internal deadlines, so we entered into a market assessment to explore other options.",,,4,This statement acknowledges a shortfall in meeting a past commitment to certify buildings through the LEED for Existing Buildings program.
Kilroy_Reality,2016,"We then formulated an action plan, which involved switching to a certification process through the Arc platform, and implemented that process in the same year.",5,This statement outlines a detailed plan for switching to a new certification process.,5,This statement indicates an updated commitment to switch to a new certification process.
Kilroy_Reality,2016,A COMMITMENT TO SUSTAINABILITY IS AT THE FOUNDATION OF EVERYTHING WE DO.,2,"This statement is a high-level commitment to sustainability, but it does not provide specific details or targets.",,
Kilroy_Reality,2016,100% of new leases contain environmental language,3,This statement indicates a specific numeric target for including environmental language in new leases.,,
Kilroy_Reality,2016,Company-wide policy will be achieved in 2017,3,This statement indicates a specific numeric target for achieving a company-wide policy.,,
Kilroy_Reality,2016,Goal is 50% diversion under new EPA WasteTracker methodology,3,This statement indicates a specific numeric target for waste diversion.,,
Kilroy_Reality,2016,"First contract signed in 2016, anticipate a installation Q2 2017",3,This statement indicates a specific numeric target for solar agreement installations.,3,This statement acknowledges progress on a past commitment to sign a solar agreement.
Kilroy_Reality,2016,"Reduced energy consumption in our office portfolio by 4.9%, dramatically exceeding our science-based target of a 1.8% reduction.",,,3,This statement acknowledges progress on a past commitment to reduce energy consumption.
Kilroy_Reality,2016,We completed major upgrades in 38% of our square footage and minor upgrades across most of the portfolio.,,,3,This statement acknowledges progress on a past commitment to complete upgrades.
Kilroy_Reality,2016,We completed 21 lighting projects spanning approximately 4.0 million square feet (28% of our portfolio).,,,3,This statement acknowledges progress on a past commitment to complete lighting projects.
Kilroy_Reality,2016,Our total estimated financial investment in energy efficiency improvements in the existing portfolio totaled approximately $5.8 million.,,,3,This statement acknowledges progress on a past commitment to invest in energy efficiency improvements.
Kilroy_Reality,2016,"In 2016 we changed our strategy for certifying and recertifying buildings through the LEED for Existing Buildings program. Instead of taking the buildings through the LEED for Existing Buildings Volume program via our certified prototype, we decided to migrate portions of that prototype into USGBC’s performance-based certification platform, Arc, formerly known as the LEED Dynamic Plaque. This will increase the rate at which we will certify buildings, and also hold us to a higher standard of excellence because it will require annual recertification, rather than recertification every five years. We look forward to our first LEED for Existing Buildings certifications through Arc in early 2017.",5,This statement refers to a detailed plan or roadmap for certifying and recertifying buildings through the LEED for Existing Buildings program.,,
Kilroy_Reality,2016,"Having already succeeded in greening our leases, being recognized with the Green Lease Leaders designation in 2014, and participating in the BOMA Green Lease Working Group in 2015, we decided to push ourselves even further in 2016 by earning Green Lease Leaders Team Transaction recognition from the Institute for Market Transformation.",5,This statement refers to a detailed plan or roadmap for earning Green Lease Leaders Team Transaction recognition.,3,"This statement acknowledges progress or achievement of past commitments, such as greening leases and earning the Green Lease Leaders designation."
Kilroy_Reality,2016,"The campus will continue to pursue ambitious sustainability-focused projects in the future. In addition to the LEED certifications, the campus will be installing both solar panels (on the parking garage and the roofs of two buildings) and two batteries in 2017.",5,"This statement refers to a detailed plan or roadmap for pursuing sustainability-focused projects, including installing solar panels and batteries.",,
Kilroy_Reality,2016,"2016 was our strongest year ever in delivering LEED certified buildings to the market. At year end, 51% of our portfolio had achieved LEED certification, and we have an additional 8 projects, across 19 buildings and 5.2 million square feet, registered for certification.",3,This statement refers to a specific numeric target for achieving LEED certification for a certain percentage of the portfolio.,3,"This statement acknowledges progress or achievement of past commitments, such as delivering LEED certified buildings to the market."
Kilroy_Reality,2016,"We subscribe to the precautionary principle, which we interpret by assuming that the construction and management of our buildings has the potential to threaten the environment and building occupants. We believe that environmental and health-focused building certifications help us avoid materials and practices that may cause these negative impacts, which is why all our new construction and eligible existing buildings pursue these certifications. Further, we have greened our janitorial practices and construction standards to minimize environmental and health impacts even in non-certified buildings. We will continue to be as aggressive as possible in minimizing our company’s impact on the environment and human health in the coming years.","2, 5","This statement shows a generic/high-level commitment to minimizing the company's impact on the environment and human health. | The company has a detailed plan or roadmap to minimize environmental and health impacts, including pursuing building certifications and greening janitorial practices and construction standards.",,
Kilroy_Reality,2016,"Thank you for reading our sixth annual sustainability report. We were thrilled that we continued to receive best-in-class global recognition from outside stakeholders for our work this year. Our goal is to deliver a steady stream of high quality, adaptable and productive work environments for the wide range of industries attracted to the vibrant economic centers on the West Coast of the United States.",2,"This statement shows a generic/high-level commitment to sustainability and delivering high quality, adaptable and productive work environments.",3,The company acknowledges progress/achievement in receiving best-in-class global recognition for their sustainability work.
Kilroy_Reality,2016,"Because a high quality work environment is one that is sustainably built and operated, our sustainability programs are critical in enabling us to deliver premium product to our rapidly evolving market. We want to be the standard against which other real estate developers, owners and operators are judged on their sustainability performance, and we will do so by having the most rigorous and comprehensive sustainability programs in the market. Our #1 ranking on GRESB for the third year in a row and other global accolades indicate that we are on our way to achieving this goal.","2, 3","This statement shows a generic/high-level commitment to sustainability and being a standard for other real estate developers, owners and operators. | The company has a specific numeric target of maintaining their #1 ranking on GRESB.",3,The company acknowledges progress/achievement in maintaining their #1 ranking on GRESB for the third year in a row.
Kilroy_Reality,2016,G4-EN15 Direct greenhouse gas (GHG) emissions 26 81-85 (Scope 1).,3,"This statement refers to a specific numeric target for direct GHG emissions, indicating a forward-looking commitment.",,
Kilroy_Reality,2016,G4-EN16 Energy indirect greenhouse gas (GHG) emissions 26 81-85 (Scope 2).,3,"This statement refers to a specific numeric target for indirect GHG emissions, indicating a forward-looking commitment.",,
Kilroy_Reality,2016,G4-EN19 Reduction of greenhouse gas (GHG) emissions 26 81-85,3,"This statement refers to a specific numeric target for the reduction of GHG emissions, indicating a forward-looking commitment.",,
Kilroy_Reality,2016,G4-EN6 Reduction of energy consumption. 26 81-85,3,"This statement refers to a specific numeric target for the reduction of energy consumption, indicating a forward-looking commitment.",,
Kilroy_Reality,2016,G4-EN3 Energy consumption within the organization. 26 81-85,3,"This statement refers to a specific numeric target for energy consumption within the organization, indicating a forward-looking commitment.",,
Kilroy_Reality,2016,This is our sixth corporate sustainability report and fifth developed in accordance with GRI guidelines.,,,2,"This statement refers to past commitments to develop corporate sustainability reports in accordance with GRI guidelines, but the status of these commitments is unknown."
Kilroy_Reality,2016,This is our fourth report using the G4 guidelines.,,,2,"This statement refers to past commitments to use the G4 guidelines for reporting, but the status of these commitments is unknown."
Kilroy_Reality,2016,"Kilroy Realty’s GHG assertions are that 78,473 metric tons of CO2e were emitted in 2016; 11,188 metric tons of CO2e for Scope 1, 67,285 metric tons of CO2e for Scope 2. Based on the processes and procedures conducted with a moderate assurance, there is no evidence that these GHG assertions are not materially correct and are not a fair representation of GHG data and information, and have not been prepared in accordance with the calculation method referenced above.",,,3,This statement acknowledges progress on past commitments by providing specific figures on GHG emissions for 2016.
Kilroy_Reality,2016,"As 2016 was the first year in which Kilroy Realty utilized the Energy Star Waste Tracker and the first year for developing the GHG emissions inventory, we recommend that the company conduct data sampling throughout 2017.",2,This statement includes a generic/high-level commitment to conduct data sampling throughout 2017.,2,"This statement mentions a past commitment to utilize the Energy Star Waste Tracker and develop a GHG emissions inventory in 2016, but the status of these commitments is unknown."
Kilroy_Reality,2016,"For example, for the first time, the company has publicly reported its GHG emissions assertions in the Report and has included a discussion on its ongoing efforts to incorporate concepts of resilience into its sustainability program and broader operations.",2,This statement includes a generic/high-level commitment to incorporate concepts of resilience into the company's sustainability program and broader operations.,3,This statement acknowledges progress on a past commitment by noting that the company has publicly reported its GHG emissions assertions for the first time.
